FP071254 "Quercus robur"                                  
FP070995 "Quercus robur"                                  
FP070965 "Quercus robur"                                  
FP070964 "Quercus robur"                                  
FP070963 "Quercus robur"                                  
FP070960 "Quercus robur"                                  
FP070868 "Quercus robur"                                  
FP070860 "Quercus robur"                                  
FP073064 "Quercus robur"                                  
FP073057 "Quercus robur"                                  
FP073053 "Quercus robur"                                  
FP067834 "Quercus robur"                                  
FP067700 "Quercus robur"                                  
FP068073 "Quercus robur"                                  
FP064911 "Quercus robur"                                  
FP067188 "Quercus robur"                                  
FP067128 "Quercus robur"                                  
FP067063 "Quercus robur"                                  
FP067041 "Quercus robur"                                  
FP067020 "Quercus robur"                                  
FP063120 "Quercus robur"                                  
FP063113 "Quercus robur"                                  
FP063086 "Quercus robur"                                  
FP062737 "Quercus robur"                                  
FP058007 "Quercus robur"                                  
FP058002 "Quercus robur"                                  
FP057916 "Quercus robur"                                  
FP062720 "Quercus robur"                                  
FP062683 "Quercus robur"                                  
FP062625 "Quercus robur"                                  
FP062621 "Quercus robur"                                  
FP064368 "Quercus robur"                                  
FP064199 "Quercus robur"                                  
FP062194 "Quercus robur"                                  
FP061916 "Quercus robur"                                  
FP056994 "Quercus robur"                                  
FP054377 "Quercus robur"                                  
FP057841 "Quercus robur"                                  
FP057704 "Quercus robur"                                  
FP057697 "Quercus robur"                                  
FP057641 "Quercus robur"                                  
FP054592 "Quercus robur"                                  
FP063706 "Quercus robur"                                  
FP063418 "Quercus robur"                                  
FP056687 "Quercus robur"                                  
FP056601 "Quercus robur"                                  
FP056439 "Quercus robur"                                  
FP056320 "Quercus robur"                                  
FP056311 "Quercus robur"                                  
FP053729 "Quercus robur"                                  
FP053681 "Quercus robur"                                  
FP039403 "Quercus robur"                                  
FP036702 "Quercus robur"                                  
FP032800 "Quercus robur"                                  
FP032790 "Quercus robur"                                  
FP067010 "Quercus robur"                                  
FP067007 "Quercus robur"                                  
FP056124 "Quercus robur"                                  
FP056054 "Quercus robur"                                  
